amount,transaction_type,payment_method,account_age,failed_transactions,is_fraud
80093.65,Online Purchase,Net Banking,483,8,1
119910.97,Bill Payment,Debit Card,730,9,0
33105.78,Bill Payment,UPI,1493,9,0
6874.82,Bill Payment,Net Banking,1815,5,0
89977.7,Online Purchase,Credit Card,772,7,0
119642.4,Money Transfer,Credit Card,1252,5,1
145737.72,Cash Withdrawal,UPI,1332,10,1
149598.32,Online Purchase,UPI,2174,9,1
142294.12,Online Purchase,UPI,688,2,1
30845.39,Cash Withdrawal,Net Banking,249,0,0
29444.05,Cash Withdrawal,Net Banking,289,2,0
95379.41,Money Transfer,Credit Card,2031,4,1
15963.52,Online Purchase,Debit Card,2344,9,0
71926.74,Money Transfer,Net Banking,431,10,0
49321.13,Cash Withdrawal,Credit Card,903,3,0
72913.93,Bill Payment,Debit Card,2103,5,0
144489.01,Cash Withdrawal,Credit Card,2237,4,0
145376.26,Cash Withdrawal,Net Banking,995,0,0
134492.11,Online Purchase,Credit Card,1927,3,0
42756.62,Bill Payment,UPI,1281,7,0
96421.28,Bill Payment,UPI,1136,1,0
6577.91,Cash Withdrawal,Debit Card,1746,2,0
115700.63,Bill Payment,UPI,952,4,0
124568.66,Online Purchase,Net Banking,127,4,1
87002.89,Money Transfer,UPI,2326,0,0
90934.91,Cash Withdrawal,UPI,2074,5,0
113473.55,Cash Withdrawal,UPI,1707,10,0
82869.38,Cash Withdrawal,Net Banking,2156,4,0
32790.32,Bill Payment,Credit Card,2003,3,1
66484.23,Online Purchase,Net Banking,1908,6,1
138188.76,Money Transfer,UPI,105,10,1
73840.24,Money Transfer,Net Banking,2392,2,1
29685.95,Bill Payment,UPI,56,3,0
61379.15,Bill Payment,Debit Card,2271,5,0
6578.38,Money Transfer,Debit Card,357,2,0
102538.17,Cash Withdrawal,UPI,802,2,0
47102.94,Bill Payment,Credit Card,1167,9,0
39446.01,Online Purchase,Debit Card,573,2,0
72362.5,Online Purchase,UPI,1737,9,1
5103.64,Money Transfer,UPI,1286,5,0
67777.54,Online Purchase,Debit Card,151,0,0
70592.5,Online Purchase,Debit Card,1713,4,1
140008.81,Bill Payment,UPI,1926,6,1
24101.6,Money Transfer,Credit Card,605,7,0
113398.14,Online Purchase,Net Banking,1331,0,0
60842.65,Money Transfer,Debit Card,613,8,1
98466.67,Online Purchase,UPI,1582,4,1
83662.84,Bill Payment,Debit Card,18,4,1
48643.92,Bill Payment,UPI,210,2,0
31915.67,Bill Payment,Net Banking,28,7,0
115247.23,Bill Payment,Debit Card,951,10,1
61550.39,Money Transfer,Credit Card,1077,10,0
5401.31,Money Transfer,Debit Card,1640,9,1
99137.35,Money Transfer,Net Banking,2306,0,1
102879.22,Money Transfer,Credit Card,2312,7,1
50640.09,Online Purchase,Net Banking,427,7,0
5665.22,Cash Withdrawal,Credit Card,275,5,0
25979.25,Online Purchase,Debit Card,2393,3,0
91779.05,Cash Withdrawal,Net Banking,2455,7,0
136863.44,Cash Withdrawal,Debit Card,303,8,1
102911.48,Money Transfer,Credit Card,2443,2,0
56750.88,Money Transfer,Credit Card,11,5,1
72109.55,Money Transfer,Debit Card,1712,0,0
134667.56,Money Transfer,Debit Card,2093,3,0
66726.27,Bill Payment,Debit Card,1860,0,0
93104.34,Bill Payment,Net Banking,2218,8,0
118413.97,Money Transfer,Credit Card,1640,3,1
103976.13,Online Purchase,Credit Card,686,6,0
83055.6,Bill Payment,UPI,1704,6,1
86980.52,Money Transfer,UPI,2012,6,1
85223.44,Online Purchase,Net Banking,1087,7,1
94181.31,Bill Payment,Debit Card,1482,7,1
82561.83,Bill Payment,Net Banking,2027,8,0
39204.6,Cash Withdrawal,Credit Card,2483,4,0
71834.84,Cash Withdrawal,Credit Card,1778,1,1
92261.77,Cash Withdrawal,Debit Card,2236,4,1
78415.66,Money Transfer,Debit Card,1643,10,0
106145.82,Cash Withdrawal,UPI,490,7,1
51305.86,Cash Withdrawal,Credit Card,2114,6,1
58140.16,Cash Withdrawal,Credit Card,825,1,0
144557.9,Cash Withdrawal,Net Banking,1252,7,0
86626.55,Bill Payment,Credit Card,592,7,0
28717.13,Online Purchase,Debit Card,1076,2,0
54208.46,Bill Payment,UPI,341,6,0
12802.65,Online Purchase,UPI,2279,0,0
514.19,Online Purchase,Net Banking,5,8,0
102804.73,Cash Withdrawal,Credit Card,1504,2,1
70154.16,Online Purchase,Credit Card,1931,4,1
33990.72,Cash Withdrawal,UPI,1814,9,1
104938.25,Bill Payment,Net Banking,341,10,1
146169.39,Online Purchase,Credit Card,2338,0,1
70400.38,Online Purchase,Net Banking,2275,5,1
26573.92,Bill Payment,Credit Card,609,5,0
84845.37,Money Transfer,Debit Card,720,0,1
148464.61,Money Transfer,Net Banking,1493,9,1
71058.32,Cash Withdrawal,UPI,943,9,1
89290.95,Cash Withdrawal,UPI,1043,2,0
57598.32,Bill Payment,Debit Card,231,4,1
42703.6,Bill Payment,Debit Card,1806,4,1
119022.44,Bill Payment,Credit Card,769,3,1
117168.41,Money Transfer,Net Banking,1736,6,0
115739.81,Cash Withdrawal,Net Banking,2186,1,0
135086.39,Online Purchase,UPI,1407,7,0
121269.34,Cash Withdrawal,UPI,2453,10,1
54539.2,Bill Payment,Net Banking,2115,8,1
41003.24,Online Purchase,Credit Card,867,5,0
25720.22,Online Purchase,UPI,1820,4,0
4118.7,Cash Withdrawal,Debit Card,749,4,0
36598.63,Money Transfer,Net Banking,2422,1,1
17572.34,Online Purchase,UPI,291,8,1
101646.46,Bill Payment,Debit Card,680,1,1
124030.24,Cash Withdrawal,Credit Card,2049,10,1
122828.26,Cash Withdrawal,Debit Card,1127,8,1
113928.0,Money Transfer,Debit Card,1715,4,1
92468.33,Cash Withdrawal,Debit Card,36,5,0
44546.36,Money Transfer,Net Banking,2245,1,0
21221.86,Online Purchase,UPI,1928,10,1
109353.7,Bill Payment,Net Banking,1250,6,1
26258.29,Money Transfer,Net Banking,425,7,0
137835.75,Cash Withdrawal,Debit Card,331,4,1
68755.88,Cash Withdrawal,UPI,2193,0,0
51686.15,Money Transfer,Debit Card,1736,7,0
125854.98,Cash Withdrawal,Net Banking,1928,5,1
49475.47,Bill Payment,Net Banking,1208,1,0
740.28,Money Transfer,Debit Card,1704,0,0
144387.89,Cash Withdrawal,Debit Card,1859,5,0
9693.97,Money Transfer,UPI,1544,3,0
4179.58,Money Transfer,UPI,2163,4,0
71829.7,Money Transfer,Net Banking,1432,6,1
133074.32,Bill Payment,Net Banking,2271,6,1
19933.7,Money Transfer,Credit Card,1907,0,0
50359.65,Bill Payment,Credit Card,1295,3,1
5364.97,Money Transfer,Net Banking,1227,3,0
32055.66,Cash Withdrawal,Debit Card,2016,1,0
95397.38,Money Transfer,UPI,1222,7,0
52886.37,Money Transfer,Credit Card,431,2,0
31535.07,Online Purchase,Net Banking,2231,2,0
73291.68,Online Purchase,Net Banking,1705,1,0
132312.47,Bill Payment,UPI,2104,6,1
53110.55,Bill Payment,UPI,328,8,0
24870.58,Money Transfer,UPI,572,1,0
137239.04,Cash Withdrawal,Net Banking,2393,0,0
47483.21,Bill Payment,Net Banking,2414,9,0
46593.32,Money Transfer,UPI,1840,0,0
6763.96,Online Purchase,Debit Card,687,9,0
130070.45,Cash Withdrawal,Credit Card,687,3,0
137702.83,Money Transfer,Net Banking,1564,8,1
44017.69,Cash Withdrawal,Net Banking,2233,6,1
141716.69,Bill Payment,Debit Card,1931,2,0
110843.27,Online Purchase,Debit Card,613,0,0
136923.99,Cash Withdrawal,Debit Card,1101,7,0
143492.54,Online Purchase,Net Banking,746,10,1
123599.47,Bill Payment,UPI,1509,7,1
133617.05,Money Transfer,Debit Card,529,7,1
107104.18,Online Purchase,Credit Card,1044,5,1
79658.01,Cash Withdrawal,Debit Card,250,2,0
33171.89,Money Transfer,Debit Card,2256,5,0
121534.97,Online Purchase,UPI,669,4,1
109050.45,Money Transfer,UPI,1402,5,1
61640.63,Money Transfer,Net Banking,1877,10,1
15728.75,Cash Withdrawal,Net Banking,2286,8,0
10465.66,Cash Withdrawal,UPI,1638,10,0
79193.75,Bill Payment,Net Banking,2494,0,0
144805.7,Bill Payment,Net Banking,2046,3,1
106780.16,Online Purchase,Debit Card,1161,8,1
52902.17,Cash Withdrawal,Net Banking,119,0,0
63543.77,Money Transfer,Debit Card,1073,5,0
88964.41,Bill Payment,Debit Card,1728,4,1
61945.81,Bill Payment,Debit Card,243,1,1
107789.78,Money Transfer,Debit Card,2359,8,1
17687.5,Cash Withdrawal,Credit Card,1540,2,0
37237.89,Cash Withdrawal,Credit Card,1313,8,0
11446.89,Online Purchase,Credit Card,1500,3,0
42102.51,Money Transfer,UPI,1654,7,1
95419.6,Cash Withdrawal,Net Banking,679,8,0
10724.58,Bill Payment,Net Banking,1499,9,0
93187.14,Cash Withdrawal,UPI,1448,7,1
51554.63,Bill Payment,UPI,105,5,1
97315.89,Cash Withdrawal,Debit Card,2307,10,1
17298.47,Bill Payment,UPI,305,8,1
51811.61,Money Transfer,UPI,537,10,0
21597.49,Online Purchase,Net Banking,2170,10,0
24687.43,Online Purchase,Net Banking,1284,1,0
91577.73,Money Transfer,Credit Card,1227,5,1
106608.83,Bill Payment,Debit Card,246,3,1
121044.28,Money Transfer,Net Banking,1580,9,0
69538.09,Online Purchase,Debit Card,1230,0,1
109344.39,Money Transfer,Debit Card,376,2,0
42748.55,Bill Payment,Credit Card,709,9,1
115958.27,Money Transfer,UPI,91,9,1
26486.51,Online Purchase,Credit Card,1482,10,1
71781.46,Bill Payment,Credit Card,111,4,0
71820.09,Bill Payment,Credit Card,559,10,1
23164.11,Bill Payment,Net Banking,34,1,0
89192.08,Online Purchase,Debit Card,1240,3,0
75400.69,Bill Payment,Net Banking,282,3,1
115093.85,Cash Withdrawal,Debit Card,1892,6,1
13168.92,Cash Withdrawal,Debit Card,1190,2,0
17562.94,Online Purchase,Debit Card,354,3,0
149090.41,Online Purchase,Credit Card,1188,9,0
84116.47,Money Transfer,Credit Card,2278,8,1
106739.56,Cash Withdrawal,Net Banking,1238,5,1
17640.88,Online Purchase,Credit Card,2102,2,1
32622.03,Bill Payment,Net Banking,2301,3,0
143869.24,Money Transfer,Net Banking,1634,7,1
45128.88,Online Purchase,Net Banking,349,0,0
32726.49,Online Purchase,Credit Card,2074,7,0
48226.81,Online Purchase,Credit Card,980,3,0
3536.65,Money Transfer,UPI,1080,9,1
4269.61,Cash Withdrawal,Credit Card,1049,8,0
58687.0,Online Purchase,Net Banking,1859,5,0
23109.06,Cash Withdrawal,Debit Card,927,1,0
113409.81,Money Transfer,Credit Card,1616,0,0
99354.34,Online Purchase,Credit Card,225,5,0
103534.98,Cash Withdrawal,Credit Card,770,9,1
128971.08,Money Transfer,Credit Card,1739,6,0
3504.22,Bill Payment,UPI,1650,9,0
145180.43,Cash Withdrawal,Debit Card,561,3,1
69235.76,Online Purchase,Net Banking,443,10,1
122836.95,Online Purchase,Net Banking,270,4,0
83959.01,Money Transfer,Debit Card,748,3,1
126672.57,Cash Withdrawal,UPI,2190,7,1
132264.58,Money Transfer,Debit Card,997,7,1
109858.04,Cash Withdrawal,Debit Card,583,8,0
48820.87,Money Transfer,UPI,2255,5,0
53475.0,Online Purchase,Debit Card,469,9,0
117280.28,Money Transfer,UPI,2128,2,0
35357.64,Cash Withdrawal,Debit Card,2244,7,1
131717.36,Money Transfer,Debit Card,986,8,1
38788.83,Money Transfer,Net Banking,1046,7,0
46749.02,Cash Withdrawal,UPI,2119,6,0
141565.15,Bill Payment,Credit Card,1610,3,0
13341.65,Online Purchase,Net Banking,934,1,0
51846.56,Money Transfer,Net Banking,1970,6,1
39096.2,Bill Payment,Credit Card,2101,1,0
116460.3,Bill Payment,Credit Card,1515,7,1
16999.7,Bill Payment,Debit Card,1554,1,0
80898.34,Online Purchase,Credit Card,1258,6,0
128976.17,Cash Withdrawal,Credit Card,366,8,1
60010.33,Online Purchase,UPI,1400,5,0
40515.05,Bill Payment,UPI,719,6,0
37095.11,Bill Payment,Debit Card,2048,7,1
40110.93,Online Purchase,Debit Card,1189,10,1
102929.24,Bill Payment,UPI,2321,5,0
118210.6,Online Purchase,Credit Card,946,0,0
13998.1,Cash Withdrawal,Debit Card,624,7,0
143473.54,Cash Withdrawal,Net Banking,1094,10,1
14937.8,Cash Withdrawal,Debit Card,1600,8,1
55210.81,Online Purchase,UPI,1848,0,0
87863.0,Bill Payment,Credit Card,2477,9,1
102476.93,Bill Payment,Credit Card,2227,1,1
61838.3,Bill Payment,Credit Card,986,4,0
94291.86,Bill Payment,Debit Card,1941,7,1
103685.0,Money Transfer,Net Banking,2337,5,0
86502.6,Online Purchase,UPI,743,9,0
38336.95,Cash Withdrawal,Net Banking,2360,5,0
125312.5,Cash Withdrawal,UPI,1783,2,0
25366.55,Online Purchase,Credit Card,460,6,0
111398.64,Online Purchase,Net Banking,839,4,1
87035.75,Bill Payment,UPI,2397,2,0
101156.27,Cash Withdrawal,Debit Card,2257,3,0
63442.13,Cash Withdrawal,Credit Card,190,0,1
2012.61,Online Purchase,Debit Card,1163,10,0
67325.89,Online Purchase,Debit Card,168,4,0
116750.08,Bill Payment,UPI,369,4,1
105871.53,Money Transfer,UPI,1437,2,0
133061.08,Money Transfer,Debit Card,1980,2,0
121470.71,Bill Payment,Net Banking,2015,9,0
18791.68,Money Transfer,Credit Card,568,6,0
56815.73,Cash Withdrawal,Net Banking,393,1,0
84099.11,Online Purchase,Net Banking,154,10,0
118580.38,Bill Payment,Credit Card,9,7,1
18211.1,Cash Withdrawal,Credit Card,312,4,0
38743.49,Cash Withdrawal,Credit Card,423,9,0
36243.5,Cash Withdrawal,UPI,1243,2,0
45365.85,Cash Withdrawal,Debit Card,2115,8,0
114832.61,Money Transfer,Debit Card,2036,10,1
43929.54,Cash Withdrawal,Net Banking,20,0,0
84120.39,Online Purchase,Debit Card,1396,3,1
139720.08,Money Transfer,Credit Card,2273,0,1
24597.33,Money Transfer,Net Banking,1979,9,0
9154.38,Cash Withdrawal,Net Banking,1688,0,0
64613.62,Money Transfer,Debit Card,2340,10,0
68960.19,Cash Withdrawal,UPI,1649,10,1
146266.2,Online Purchase,Credit Card,774,10,0
70910.74,Online Purchase,Net Banking,192,3,0
116529.14,Cash Withdrawal,Net Banking,2376,3,1
74856.7,Online Purchase,Debit Card,1119,8,1
23267.13,Cash Withdrawal,Net Banking,1248,8,0
61463.96,Money Transfer,Net Banking,1424,0,0
119786.66,Bill Payment,UPI,1618,5,1
64117.87,Cash Withdrawal,UPI,1132,1,0
76523.7,Online Purchase,Net Banking,2401,4,0
86651.48,Online Purchase,Credit Card,794,4,1
19943.3,Money Transfer,Credit Card,762,6,0
59640.57,Money Transfer,Credit Card,888,2,0
58402.11,Bill Payment,UPI,704,5,0
33479.82,Online Purchase,Credit Card,1891,4,0
5979.44,Cash Withdrawal,Debit Card,1373,1,0
51490.15,Money Transfer,UPI,1905,6,0
55277.59,Money Transfer,UPI,2286,3,0
94968.25,Online Purchase,Credit Card,1468,3,0
138630.02,Cash Withdrawal,Debit Card,796,2,0
34659.17,Bill Payment,Debit Card,613,8,0
104603.09,Money Transfer,Debit Card,1907,2,0
124951.65,Money Transfer,Net Banking,724,2,1
87001.54,Online Purchase,Credit Card,955,3,0
123700.36,Online Purchase,Credit Card,2226,9,1
98281.51,Bill Payment,Credit Card,838,7,1
29707.3,Money Transfer,Debit Card,508,10,0
133096.9,Money Transfer,UPI,1504,6,1
145243.1,Money Transfer,UPI,1995,8,1
1994.93,Cash Withdrawal,Debit Card,1802,1,0
120161.92,Bill Payment,Credit Card,1956,6,1
57907.79,Online Purchase,Net Banking,1212,5,0
53545.68,Bill Payment,Debit Card,393,5,0
104539.57,Money Transfer,Net Banking,645,6,1
48549.0,Money Transfer,Net Banking,812,10,0
145246.89,Cash Withdrawal,UPI,837,4,0
20004.7,Money Transfer,Credit Card,906,9,1
136535.74,Cash Withdrawal,Debit Card,866,1,0
3526.3,Money Transfer,Credit Card,2433,8,1
87289.96,Cash Withdrawal,UPI,1487,1,0
109149.89,Money Transfer,UPI,48,6,1
131554.95,Cash Withdrawal,Credit Card,1652,10,1
148571.0,Cash Withdrawal,Net Banking,1930,1,0
124342.84,Cash Withdrawal,Debit Card,583,8,1
108651.44,Online Purchase,Credit Card,947,8,1
46631.89,Cash Withdrawal,Net Banking,692,2,0
52935.2,Cash Withdrawal,Debit Card,1810,4,1
101531.99,Cash Withdrawal,Debit Card,2444,9,1
50588.85,Bill Payment,Credit Card,824,8,1
48125.72,Bill Payment,Net Banking,1484,6,0
97972.44,Money Transfer,Credit Card,1925,0,0
32658.34,Online Purchase,Debit Card,373,0,0
110471.57,Cash Withdrawal,Debit Card,1558,10,1
102466.16,Money Transfer,UPI,1600,10,1
30812.68,Money Transfer,Debit Card,838,4,0
67857.43,Money Transfer,Credit Card,1746,10,1
119562.55,Online Purchase,Credit Card,2471,0,1
77957.65,Cash Withdrawal,Credit Card,1812,3,0
111908.12,Cash Withdrawal,UPI,1247,7,0
83687.31,Money Transfer,Net Banking,2106,5,0
94552.13,Bill Payment,Credit Card,1984,6,0
118055.11,Online Purchase,Debit Card,2031,1,0
43966.09,Bill Payment,Credit Card,60,4,0
73677.28,Money Transfer,UPI,1715,6,0
125325.2,Bill Payment,Net Banking,875,3,0
115240.22,Online Purchase,UPI,536,8,0
4596.17,Bill Payment,Net Banking,1789,5,0
13272.57,Money Transfer,Net Banking,2222,4,0
66437.14,Money Transfer,Net Banking,1121,3,0
53278.55,Cash Withdrawal,UPI,878,8,1
23745.62,Bill Payment,Credit Card,614,3,1
129100.01,Cash Withdrawal,UPI,1611,9,0
24893.39,Money Transfer,UPI,952,5,1
60914.49,Bill Payment,Debit Card,460,2,0
102935.78,Cash Withdrawal,Credit Card,964,8,1
865.84,Online Purchase,Debit Card,1353,4,0
43681.54,Cash Withdrawal,Credit Card,1228,9,0
31869.44,Cash Withdrawal,UPI,1808,4,0
110224.83,Online Purchase,Credit Card,1746,1,1
17457.27,Bill Payment,Credit Card,974,9,0
60818.56,Bill Payment,UPI,2258,6,0
106672.46,Online Purchase,Credit Card,174,4,1
78217.96,Money Transfer,Debit Card,888,5,1
81616.83,Cash Withdrawal,Credit Card,412,3,0
47416.45,Online Purchase,Credit Card,686,9,1
128202.08,Money Transfer,Credit Card,434,0,1
128349.52,Bill Payment,Net Banking,388,8,1
56279.89,Online Purchase,Net Banking,372,9,1
85273.83,Online Purchase,Debit Card,1644,10,0
56114.22,Bill Payment,UPI,495,9,1
121965.55,Money Transfer,Net Banking,2181,7,1
65021.61,Cash Withdrawal,Credit Card,1979,0,0
96337.36,Money Transfer,Debit Card,668,8,0
143137.78,Bill Payment,Credit Card,2009,1,0
12651.03,Money Transfer,Debit Card,576,1,0
41989.34,Bill Payment,Debit Card,553,0,0
141307.67,Bill Payment,Credit Card,214,3,1
101465.75,Cash Withdrawal,Net Banking,1488,8,1
57864.99,Cash Withdrawal,UPI,2216,0,0
16021.9,Money Transfer,Net Banking,538,0,0
137535.82,Cash Withdrawal,UPI,301,6,1
101098.76,Money Transfer,Credit Card,483,8,1
124736.21,Online Purchase,Credit Card,498,10,1
129535.59,Money Transfer,Debit Card,802,0,1
53640.87,Cash Withdrawal,Debit Card,244,6,0
33252.14,Bill Payment,UPI,2458,6,0
103159.84,Online Purchase,Credit Card,2387,6,1
85651.01,Cash Withdrawal,Credit Card,1181,5,1
24575.27,Online Purchase,Debit Card,201,3,0
982.28,Online Purchase,Net Banking,1123,1,0
133504.52,Online Purchase,UPI,1045,6,0
131478.77,Online Purchase,Net Banking,419,4,1
116185.63,Money Transfer,UPI,1741,9,1
42145.37,Bill Payment,Credit Card,1655,0,0
121752.1,Bill Payment,Credit Card,1696,2,0
68564.36,Bill Payment,Net Banking,1771,9,1
102670.13,Bill Payment,Credit Card,1996,4,1
147422.02,Online Purchase,UPI,587,10,1
2509.82,Bill Payment,Net Banking,1815,6,1
127211.0,Bill Payment,Net Banking,1664,6,1
131732.77,Bill Payment,Debit Card,184,1,1
128516.42,Bill Payment,Net Banking,570,8,0
60188.05,Cash Withdrawal,UPI,1538,8,1
136004.83,Money Transfer,Net Banking,531,9,1
143601.5,Online Purchase,Credit Card,1599,6,1
107902.14,Cash Withdrawal,Net Banking,33,3,1
78361.8,Bill Payment,Net Banking,2247,9,0
149688.49,Cash Withdrawal,Net Banking,189,1,1
56833.99,Cash Withdrawal,Net Banking,1210,0,1
134537.21,Cash Withdrawal,Debit Card,845,1,0
22212.9,Money Transfer,UPI,735,3,0
51301.51,Cash Withdrawal,Credit Card,3,8,1
125553.92,Bill Payment,Net Banking,257,7,1
54358.63,Online Purchase,UPI,616,0,0
136238.08,Money Transfer,UPI,816,1,1
17942.15,Bill Payment,UPI,1695,0,0
144105.92,Money Transfer,UPI,612,3,1
108867.65,Online Purchase,Credit Card,2477,1,0
138211.38,Bill Payment,UPI,927,1,0
41646.84,Online Purchase,UPI,127,8,0
72873.08,Money Transfer,UPI,807,10,0
69889.89,Cash Withdrawal,Debit Card,1245,0,0
14590.66,Online Purchase,Net Banking,2175,2,0
32629.91,Online Purchase,Credit Card,64,0,0
85072.63,Money Transfer,UPI,667,6,1
69528.3,Cash Withdrawal,Debit Card,1362,5,0
67803.61,Bill Payment,UPI,523,6,1
105370.49,Money Transfer,Debit Card,2024,10,1
46691.38,Money Transfer,Debit Card,1319,3,0
10234.5,Cash Withdrawal,Debit Card,2268,0,0
147737.24,Bill Payment,UPI,1498,3,0
79137.38,Cash Withdrawal,Debit Card,30,4,0
70974.99,Cash Withdrawal,Net Banking,182,8,1
81942.7,Cash Withdrawal,UPI,1315,8,1
108471.54,Money Transfer,Credit Card,1936,5,1
102633.75,Money Transfer,Net Banking,2276,5,1
15498.17,Money Transfer,Net Banking,526,1,0
5266.55,Bill Payment,Credit Card,1053,4,1
95371.99,Online Purchase,Credit Card,1588,1,1
42994.77,Money Transfer,Net Banking,1253,5,0
46852.09,Money Transfer,Debit Card,284,9,0
127545.56,Online Purchase,Credit Card,1485,3,1
36531.54,Bill Payment,Net Banking,675,9,0
92328.09,Online Purchase,Credit Card,104,0,0
118794.33,Bill Payment,Debit Card,1207,4,1
74500.53,Bill Payment,Net Banking,282,8,1
13938.81,Cash Withdrawal,Net Banking,220,2,0
85945.87,Money Transfer,Net Banking,2487,4,1
65622.03,Money Transfer,Debit Card,2012,4,0
6850.93,Money Transfer,Debit Card,482,2,0
34443.86,Bill Payment,UPI,2281,0,0
65901.89,Bill Payment,Net Banking,847,10,1
46898.3,Money Transfer,Net Banking,2276,7,1
70792.64,Cash Withdrawal,UPI,27,7,1
60463.13,Cash Withdrawal,UPI,1648,0,1
145050.17,Cash Withdrawal,Debit Card,664,8,0
18109.92,Money Transfer,Debit Card,496,9,0
31957.74,Cash Withdrawal,Debit Card,1970,8,0
114407.38,Money Transfer,Net Banking,1071,3,0
29714.45,Online Purchase,UPI,1476,10,0
125795.23,Money Transfer,Credit Card,1648,6,1
59624.18,Bill Payment,UPI,949,1,1
37930.94,Bill Payment,Debit Card,1393,8,0
41639.88,Online Purchase,Credit Card,2134,10,1
129046.02,Cash Withdrawal,UPI,402,2,0
27279.21,Online Purchase,Net Banking,963,7,0
13343.4,Online Purchase,UPI,2291,3,0
37937.8,Online Purchase,Credit Card,1683,5,0
138864.88,Bill Payment,UPI,684,1,0
74996.13,Money Transfer,Credit Card,855,6,1
103433.19,Bill Payment,Net Banking,727,7,1
64207.69,Cash Withdrawal,Net Banking,2000,5,0
54195.92,Cash Withdrawal,Credit Card,855,4,1
38600.11,Online Purchase,UPI,902,8,1
82204.1,Bill Payment,Debit Card,1771,7,0
28879.09,Online Purchase,Net Banking,1664,1,0
4232.5,Online Purchase,Credit Card,336,3,0
50213.41,Online Purchase,UPI,1160,2,0
61963.45,Bill Payment,Net Banking,641,1,0
87795.41,Online Purchase,Credit Card,11,8,0
14677.6,Cash Withdrawal,UPI,1886,9,1
125902.92,Online Purchase,UPI,1972,3,0
138328.41,Cash Withdrawal,Net Banking,2345,6,1
34751.85,Cash Withdrawal,Debit Card,150,9,0
17813.9,Money Transfer,Debit Card,1877,2,0
33635.78,Money Transfer,Credit Card,1491,8,0
85185.31,Cash Withdrawal,Debit Card,1094,5,0
70398.97,Bill Payment,UPI,1819,9,1
115256.3,Cash Withdrawal,Net Banking,30,1,1
50412.86,Online Purchase,Net Banking,2045,3,0
27514.8,Cash Withdrawal,Credit Card,2402,6,0
61004.51,Cash Withdrawal,Credit Card,144,8,1
90782.04,Money Transfer,UPI,2052,6,0
71879.52,Bill Payment,Debit Card,797,6,1
132567.84,Online Purchase,Debit Card,1568,3,1
59402.44,Cash Withdrawal,Net Banking,1437,9,1
130794.45,Bill Payment,UPI,2123,7,0
58148.17,Bill Payment,UPI,1813,1,0
126309.7,Money Transfer,UPI,1816,4,0
97201.39,Money Transfer,UPI,97,5,1
74323.73,Online Purchase,UPI,2148,9,1
131786.4,Bill Payment,UPI,111,3,0
122229.76,Bill Payment,Credit Card,1975,8,1
34512.85,Money Transfer,Debit Card,2186,5,0
87093.85,Money Transfer,Credit Card,1015,6,0
45511.29,Online Purchase,UPI,120,7,1
31433.88,Bill Payment,Credit Card,1441,0,0
58009.94,Money Transfer,UPI,121,5,1
120344.62,Money Transfer,Net Banking,1479,8,1
79991.16,Cash Withdrawal,Debit Card,828,4,0
70145.14,Cash Withdrawal,UPI,1615,6,0
37221.24,Money Transfer,Net Banking,806,9,0
39742.0,Bill Payment,Debit Card,220,9,1
122375.9,Online Purchase,Credit Card,87,2,0
65487.97,Cash Withdrawal,Credit Card,2443,5,1
44924.55,Bill Payment,Net Banking,1949,9,0
30407.47,Money Transfer,Debit Card,89,6,1
37816.51,Bill Payment,Net Banking,1521,4,0
71011.46,Money Transfer,UPI,94,5,0
115303.25,Money Transfer,Net Banking,130,2,0
4446.1,Cash Withdrawal,Net Banking,1369,6,0
9163.34,Online Purchase,Credit Card,656,9,1
132468.63,Cash Withdrawal,Credit Card,895,9,1
28221.73,Cash Withdrawal,UPI,1491,9,0
78185.5,Bill Payment,Credit Card,849,3,0
140282.6,Cash Withdrawal,Credit Card,1370,8,1
1855.0,Online Purchase,Credit Card,1657,10,1
132978.51,Cash Withdrawal,UPI,168,7,1
68314.8,Money Transfer,UPI,1808,8,0
76892.32,Money Transfer,Credit Card,934,4,1
115338.63,Cash Withdrawal,Debit Card,1773,5,0
103545.98,Online Purchase,UPI,1075,9,1
27786.95,Online Purchase,Credit Card,775,1,0
83156.75,Money Transfer,Net Banking,1050,3,0
12497.79,Cash Withdrawal,UPI,2059,4,0
149077.7,Online Purchase,UPI,2407,3,1
149377.64,Online Purchase,Net Banking,1523,6,1
107015.57,Bill Payment,Debit Card,1734,9,1
8207.35,Bill Payment,Debit Card,847,10,1
19636.26,Cash Withdrawal,Net Banking,803,3,1
90099.54,Money Transfer,Debit Card,1468,6,1
145361.06,Money Transfer,Credit Card,1803,9,1
17689.18,Bill Payment,UPI,247,2,0
31351.21,Money Transfer,Credit Card,482,2,0
94230.53,Bill Payment,Debit Card,383,8,0
49021.06,Online Purchase,UPI,525,3,0
142110.88,Money Transfer,Credit Card,1575,8,1
136293.99,Bill Payment,Credit Card,134,9,1
145158.77,Bill Payment,UPI,2174,4,0
32705.43,Bill Payment,Net Banking,1989,9,0
30765.57,Money Transfer,UPI,1350,10,0
35581.66,Online Purchase,UPI,347,8,1
21886.41,Money Transfer,Debit Card,1789,4,0
88073.54,Online Purchase,UPI,757,5,1
70108.98,Cash Withdrawal,Credit Card,1379,5,0
36627.39,Online Purchase,Net Banking,1345,4,0
75321.01,Cash Withdrawal,Credit Card,1387,0,0
114354.83,Bill Payment,Credit Card,1333,0,0
